target,pct_missing,pct_valid
target_0,0.06833248342682305,0.9316675165731769
target_1,0.09026007139214687,0.9097399286078531
target_2,0.04385517593064763,0.9561448240693524
target_3,0.04385517593064763,0.9561448240693524
target_4,0.14686384497705252,0.8531361550229475
target_5,0.14686384497705252,0.8531361550229475
target_6,0.04385517593064763,0.9561448240693524
target_7,0.09026007139214687,0.9097399286078531
target_8,0.17134115247322795,0.828658847526772
target_9,0.04385517593064763,0.9561448240693524
target_10,0.17134115247322795,0.828658847526772
target_11,0.04385517593064763,0.9561448240693524
target_12,0.1055583885772565,0.8944416114227435
target_13,0.04385517593064763,0.9561448240693524
target_14,0.1055583885772565,0.8944416114227435
target_15,0.04385517593064763,0.9561448240693524
target_16,0.09026007139214687,0.9097399286078531
target_17,0.17134115247322795,0.828658847526772
target_18,0.04385517593064763,0.9561448240693524
target_19,0.1055583885772565,0.8944416114227435
target_20,0.04385517593064763,0.9561448240693524
target_21,0.09026007139214687,0.9097399286078531
target_22,0.17134115247322795,0.828658847526772
target_23,0.04385517593064763,0.9561448240693524
target_24,0.17134115247322795,0.828658847526772
target_25,0.09026007139214687,0.9097399286078531
target_26,0.04385517593064763,0.9561448240693524
target_27,0.09026007139214687,0.9097399286078531
target_28,0.09026007139214687,0.9097399286078531
target_29,0.04385517593064763,0.9561448240693524
target_30,0.09026007139214687,0.9097399286078531
target_31,0.09026007139214687,0.9097399286078531
target_32,0.09026007139214687,0.9097399286078531
target_33,0.17134115247322795,0.828658847526772
target_34,0.1055583885772565,0.8944416114227435
target_35,0.17134115247322795,0.828658847526772
target_36,0.04385517593064763,0.9561448240693524
target_37,0.09026007139214687,0.9097399286078531
target_38,0.17134115247322795,0.828658847526772
target_39,0.04385517593064763,0.9561448240693524
target_40,0.09026007139214687,0.9097399286078531
target_41,0.09026007139214687,0.9097399286078531
target_42,0.09026007139214687,0.9097399286078531
target_43,0.04385517593064763,0.9561448240693524
target_44,0.1055583885772565,0.8944416114227435
target_45,0.04385517593064763,0.9561448240693524
target_46,0.09026007139214687,0.9097399286078531
target_47,0.09026007139214687,0.9097399286078531
target_48,0.09026007139214687,0.9097399286078531
target_49,0.09026007139214687,0.9097399286078531
target_50,0.17134115247322795,0.828658847526772
target_51,0.17134115247322795,0.828658847526772
target_52,0.17134115247322795,0.828658847526772
target_53,0.09026007139214687,0.9097399286078531
target_54,0.17134115247322795,0.828658847526772
target_55,0.09026007139214687,0.9097399286078531
target_56,0.04385517593064763,0.9561448240693524
target_57,0.17134115247322795,0.828658847526772
target_58,0.17134115247322795,0.828658847526772
target_59,0.17134115247322795,0.828658847526772
target_60,0.04385517593064763,0.9561448240693524
target_61,0.09026007139214687,0.9097399286078531
target_62,0.17389087200407954,0.8261091279959205
target_63,0.17134115247322795,0.828658847526772
target_64,0.04385517593064763,0.9561448240693524
target_65,0.09026007139214687,0.9097399286078531
target_66,0.17134115247322795,0.828658847526772
target_67,0.17134115247322795,0.828658847526772
target_68,0.1055583885772565,0.8944416114227435
target_69,0.04385517593064763,0.9561448240693524
target_70,0.1055583885772565,0.8944416114227435
target_71,0.1055583885772565,0.8944416114227435
target_72,0.09026007139214687,0.9097399286078531
target_73,0.09026007139214687,0.9097399286078531
target_74,0.04385517593064763,0.9561448240693524
target_75,0.09026007139214687,0.9097399286078531
target_76,0.04385517593064763,0.9561448240693524
target_77,0.09026007139214687,0.9097399286078531
target_78,0.17134115247322795,0.828658847526772
target_79,0.09026007139214687,0.9097399286078531
target_80,0.17134115247322795,0.828658847526772
target_81,0.1055583885772565,0.8944416114227435
target_82,0.18306986231514533,0.8169301376848547
target_83,0.09026007139214687,0.9097399286078531
target_84,0.04385517593064763,0.9561448240693524
target_85,0.17134115247322795,0.828658847526772
target_86,0.04385517593064763,0.9561448240693524
target_87,0.04385517593064763,0.9561448240693524
target_88,0.09026007139214687,0.9097399286078531
target_89,0.04385517593064763,0.9561448240693524
target_90,0.09026007139214687,0.9097399286078531
target_91,0.09026007139214687,0.9097399286078531
target_92,0.17134115247322795,0.828658847526772
target_93,0.09026007139214687,0.9097399286078531
target_94,0.09026007139214687,0.9097399286078531
target_95,0.09026007139214687,0.9097399286078531
